Date,VIX_Close,dVIX,SPX_AdjClose,dSPX,VXX_AdjClose,dVXX
2025-01-03,16.13,-0.10039040713887348,5942.47,0.012595956411720177,44.1,-0.05849701110162253
2025-01-06,16.04,-0.0055796652200867936,5975.38,0.005538101159955344,43.9,-0.0045351473922903285
2025-01-07,17.82,0.11097256857855364,5909.03,-0.011103896321238205,46.41,0.05717539863325727
2025-01-08,17.7,-0.006734006734006814,5918.25,0.0015603237756451893,46.34,-0.0015082956259425684
2025-01-10,19.54,0.10395480225988707,5827.04,-0.01541165040341319,49.45,0.06711264566249464
2025-01-13,19.19,-0.017911975435005,5836.22,0.0015754139322881056,48.52,-0.018806875631951492
2025-01-14,18.71,-0.025013027618551398,5842.91,0.001146289893115604,47.42,-0.022671063478977738
2025-01-15,16.12,-0.13842864778193475,5949.91,0.018312792769356268,43.55,-0.08161113454238722
2025-01-16,16.6,0.02977667493796532,5937.34,-0.002112636997870454,43.62,0.0016073478760045834
2025-01-17,15.97,-0.03795180722891567,5996.66,0.009991006073426734,43.96,0.007794589637780902
2025-01-21,15.06,-0.0569818409517846,6049.24,0.00876821430596375,42.11,-0.042083712465878054
2025-01-22,15.1,0.0026560424966799445,6086.37,0.006137961132307579,42.75,0.015198290192353303
2025-01-23,15.02,-0.005298013245033095,6118.71,0.00531351199483443,41.93,-0.019181286549707632
2025-01-24,14.85,-0.011318242343541951,6101.24,-0.0028551769899211044,41.74,-0.0045313617934652495
2025-01-27,17.9,0.20538720538720523,6012.28,-0.0145806426234667,44.49,0.06588404408241488
2025-01-28,16.41,-0.08324022346368709,6067.7,0.009217800900823026,43.02,-0.03304113283884014
2025-01-29,16.56,0.009140767824497242,6039.31,-0.004678873378710091,42.91,-0.002556950255695134
2025-01-30,15.84,-0.04347826086956519,6071.17,0.0052754370946348494,42.68,-0.005360055931018293
2025-01-31,16.43,0.037247474747474696,6040.53,-0.005046803169735048,44.12,0.03373945641986875
2025-02-03,18.62,0.1332927571515521,5994.57,-0.007608603880785325,45.07,0.02153218495013598
2025-02-04,17.21,-0.07572502685284643,6037.88,0.007224871842350655,43.69,-0.030619037053472464
2025-02-05,15.77,-0.08367228355607215,6061.48,0.003908656680821743,42.8,-0.02037079423208976
2025-02-06,15.5,-0.017121116043119833,6083.57,0.00364432448840879,42.53,-0.00630841121495318
2025-02-07,16.54,0.06709677419354843,6025.99,-0.009464837258386094,43.96,0.03362332471196794
2025-02-10,15.81,-0.04413542926239411,6066.44,0.006712589964470439,42.85,-0.025250227479526877
2025-02-11,16.02,0.013282732447817747,6068.5,0.00033957312690802155,42.9,0.001166861143523823
2025-02-12,15.89,-0.00811485642946308,6051.97,-0.002723902117491961,42.87,-0.0006993006993006867
2025-02-13,15.1,-0.049716803020767864,6115.07,0.010426357037460532,42.06,-0.018894331700489708
2025-02-14,14.77,-0.021854304635761546,6114.63,-7.195338728738232e-05,42.0,-0.0014265335235378318
2025-02-18,15.35,0.039268788083953954,6129.58,0.0024449557863681637,41.8,-0.004761904761904856
2025-02-19,15.27,-0.005211726384364845,6144.15,0.002376998097748828,41.27,-0.012679425837320402
2025-02-20,15.66,0.025540275049116046,6117.52,-0.004334204080303938,41.49,0.005330748727889523
2025-02-21,18.21,0.16283524904214564,6013.13,-0.0170641044083224,44.33,0.06845022897083619
2025-02-24,18.98,0.04228445908841283,5983.25,-0.0049691258961639395,44.7,0.008346492217460089
2025-02-25,19.43,0.023709167544784027,5955.25,-0.004679730915472358,45.14,0.009843400447427264
2025-02-26,19.1,-0.016984045290787342,5956.06,0.0001360144410393893,44.1,-0.023039432875498478
2025-02-27,21.13,0.1062827225130889,5861.57,-0.01586451446090209,46.57,0.056009070294784635
2025-02-28,19.63,-0.07098911500236627,5954.5,0.015854114170776867,45.83,-0.015890057977238636
2025-03-03,22.78,0.1604686704024454,5849.72,-0.017596775547904953,49.29,0.0754963997381628
2025-03-04,23.51,0.03204565408252846,5778.15,-0.012234773630190987,50.59,0.02637451815784142
2025-03-05,21.93,-0.06720544449170573,5842.63,0.011159281084776262,48.45,-0.042300849970349885
2025-03-06,24.87,0.1340629274965801,5738.52,-0.017819030128555013,53.73,0.1089783281733745
2025-03-07,23.37,-0.06031363088057906,5770.2,0.005520587189728143,51.23,-0.04652894100130278
2025-03-10,27.86,0.19212665810868623,5614.56,-0.026973068524487775,56.48,0.1024790162014444
2025-03-11,26.92,-0.033740129217516124,5572.07,-0.007567823658488071,56.94,0.008144475920679906
2025-03-12,24.23,-0.09992570579494808,5599.3,0.004886873280486537,53.97,-0.05216016859852479
2025-03-13,24.66,0.017746595130004206,5521.52,-0.013891022092047178,56.28,0.04280155642023353
2025-03-14,21.77,-0.11719383617193835,5638.94,0.021265883307494793,51.53,-0.0843994314143568
2025-03-17,20.51,-0.05787781350482302,5675.12,0.006416099479689574,49.51,-0.03920046574810798
2025-03-18,21.7,0.058020477815699634,5614.66,-0.010653519220738983,50.8,0.02605534235507978
2025-03-19,19.9,-0.08294930875576045,5675.29,0.010798516740105457,49.18,-0.03188976377952746
2025-03-20,19.8,-0.005025125628140614,5662.89,-0.002184910374623983,48.33,-0.01728344855632369
2025-03-21,19.28,-0.02626262626262621,5667.56,0.0008246672635350283,48.1,-0.004758948893027082
2025-03-24,17.48,-0.09336099585062241,5767.57,0.017646041682840563,45.45,-0.05509355509355507
2025-03-25,17.15,-0.018878718535469186,5776.65,0.0015743198608773046,45.8,0.007700770077007535
2025-03-26,18.33,0.06880466472303204,5712.2,-0.01115698545004451,46.94,0.024890829694323102
2025-03-27,18.69,0.019639934533551617,5693.31,-0.0033069570393192693,47.18,0.005112910097997414
2025-03-28,21.65,0.15837346174424805,5580.94,-0.019737200328104554,51.42,0.08986858838490885
2025-03-31,22.28,0.029099307159353494,5611.85,0.0055384935154294546,51.47,0.0009723842862698895
2025-04-01,21.77,-0.02289048473967692,5633.07,0.003781284246727745,51.48,0.00019428793471920613
2025-04-02,21.51,-0.011943040881947531,5670.97,0.006728125160880394,50.09,-0.027000777000776854
2025-04-03,30.02,0.39562993956299386,5396.52,-0.04839560075260485,62.49,0.24755440207626278
2025-04-04,45.31,0.5093271152564958,5074.08,-0.05974961641947041,74.85,0.19779164666346594
2025-04-07,46.98,0.0368572059148089,5062.25,-0.0023314571311449095,74.35,-0.006680026720106924
2025-04-08,52.33,0.11387824606215413,4982.77,-0.015700528421156545,85.42,0.14889038332212512
2025-04-09,33.62,-0.357538696732276,5456.9,0.09515390034057347,67.79,-0.2063919456801685
2025-04-10,40.72,0.21118381915526485,5268.05,-0.034607561069471604,79.2,0.1683139106062841
2025-04-11,37.56,-0.07760314341846752,5363.36,0.018092083408471682,77.12,-0.02626262626262621
2025-04-14,30.89,-0.1775825346112886,5405.97,0.007944646639420183,68.03,-0.11786825726141081
2025-04-15,30.12,-0.024927160893493006,5396.63,-0.0017277195396940837,68.32,0.004262825224165656
2025-04-16,32.64,0.08366533864541825,5275.7,-0.022408428964001637,73.36,0.07377049180327888
2025-04-17,29.65,-0.09160539215686281,5282.7,0.0013268381447011368,71.34,-0.02753544165757904
2025-04-21,33.82,0.14064080944350765,5158.2,-0.023567493895167213,76.52,0.07261003644519204
2025-04-22,30.57,-0.0960969840331165,5287.76,0.02511728897677501,70.94,-0.07292211186617881
2025-04-23,28.45,-0.06934903500163558,5375.86,0.016661119264111734,68.38,-0.03608683394417822
2025-04-24,26.47,-0.06959578207381367,5484.77,0.02025908412793509,65.86,-0.0368528809593448
2025-04-25,24.84,-0.06157914620324889,5525.21,0.007373144179245283,63.34,-0.038262982083206776
2025-04-28,25.15,0.012479871175523405,5528.75,0.0006406996295162948,63.68,0.005367856015156214
2025-04-29,24.17,-0.0389662027833001,5560.83,0.0058023965634184105,63.02,-0.010364321608040128
2025-04-30,24.7,0.021928009929664816,5569.06,0.0014799948928487794,64.64,0.025706125039669958
2025-05-01,24.6,-0.004048582995951344,5604.14,0.006299088176460632,63.42,-0.018873762376237613
2025-05-02,22.68,-0.07804878048780495,5686.67,0.014726612825518126,61.01,-0.03800063071586257
2025-05-05,23.64,0.042328042328042326,5650.38,-0.0063815906321273985,62.13,0.018357646287493923
2025-05-06,24.76,0.04737732656514382,5606.91,-0.007693287885062627,64.55,0.03895058747786884
2025-05-07,23.55,-0.048869143780290836,5631.28,0.004346422539330819,62.83,-0.026646010844306733
2025-05-08,22.48,-0.0454352441613588,5663.94,0.005799747126763233,60.44,-0.0380391532707306
2025-05-09,21.9,-0.025800711743772298,5659.91,-0.0007115188367108338,59.95,-0.008107213765717991
2025-05-12,18.39,-0.16027397260273968,5844.19,0.03255882160670387,52.17,-0.12977481234361965
2025-05-13,18.22,-0.009244154431756524,5886.55,0.007248224304822415,51.82,-0.006708836496070569
